id,nombre,slug,categoria,subcategoria,facebook,instagram,whatsapp,messenger,telefono,correo,sitio_web,ciudad,estado,pais,direccion,latitud,longitud,descripcion,horario,score_comercial,estado_comercial,origen,archivo_origen,fecha_creacion,ultima_actualizacion,observaciones
SB-REST-AUD-E12B3AE7,"""La feria del taco"" Taquería y Antojería",la-feria-del-taco-taqueria-y-antojeria-tuxtla-gutierrez,Taquería,Taquería,,,+529612644996,,+529612644996,,,Tuxtla Gutiérrez,Chiapas,México,"Blvd. Ángel Albino Corzo 2744, El Retiro, 29040 Tuxtla Gutiérrez, Chis., México",,,,viernes: 7:30 AM to 4:30 a.m. | sábado: 7:30 AM to 4:30 a.m. | domingo: 7:30 AM to 4:30 a.m. | lunes: 7:30 AM to 4:30 a.m. | martes: 7:30 AM to 4:30 a.m. | miércoles: 7:30 AM to 4:30 a.m. | jueves: 7:30 AM to 4:30 a.m.,40,Requiere Enriquecimiento,Audited Batch Ingestion,"streetboss_mvp0_tuxtla_taquerias_top50_revision.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, dataset_crawler-google-places_2026-08-01_07-19-18-675.csv",2026-08-05T02:41:54.557673,2026-08-05T02:41:54.557673,Ingestado y auditado desde dataset_crawler-google-places_2026-08-01_07-19-18-675.csv
SB-REST-AUD-CB9B353E,"""La feria del taco"" Taquería y Antojería",la-feria-del-taco-taqueria-y-antojeria-tuxtla-gutierrez,Taquería,Taquería,,,+5296126449960,,+5296126449960,,,Tuxtla Gutiérrez,Chiapas,México,"Blvd. Ángel Albino Corzo 2744, El Retiro, 29040 Tuxtla Gutiérrez, Chis., México",,,,viernes: 7:30 AM to 4:30 a.m. | sábado: 7:30 AM to 4:30 a.m. | domingo: 7:30 AM to 4:30 a.m. | lunes: 7:30 AM to 4:30 a.m. | martes: 7:30 AM to 4:30 a.m. | miércoles: 7:30 AM to 4:30 a.m. | jueves: 7:30 AM to 4:30 a.m.,40,Requiere Enriquecimiento,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv, streetboss_mvp0_tuxtla_taquerias_clean_scored.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv",2026-08-05T02:41:56.194366,2026-08-05T02:41:56.194366,Ingestado y auditado desde streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv
SB-REST-AUD-68609EEB,[5 de Mayo] Restaurant,5-de-mayo-restaurant-tuxtla-gutierrez,Restaurante,Restaurante General,,,+529616045355,,+529616045355,,http://xn--prximamente-reb.com/,Tuxtla Gutiérrez,Chiapas,México,"Río Bombaná 334, Albania Alta, 29010 Tuxtla Gutiérrez, Chis., México",,,,sábado: 11 AM to 6 PM | domingo: 11 AM to 6 PM | lunes: 11 AM to 6 PM | martes: 11 AM to 6 PM | miércoles: 11 AM to 6 PM | jueves: 11 AM to 6 PM | viernes: 11 AM to 6 PM,55,Listo para Contacto,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, dataset_crawler-google-places_2026-08-01_08-05-47-215.csv, dataset_crawler-google-places_2026-08-01_08-14-31-906.csv",2026-08-05T02:41:55.354181,2026-08-05T02:41:55.354181,Ingestado y auditado desde dataset_crawler-google-places_2026-08-01_08-05-47-215.csv
SB-REST-AUD-CDEAC954,[5 de Mayo] Restaurant,5-de-mayo-restaurant-tuxtla-gutierrez,Restaurante,Restaurante General,,,+5296160453550,,+5296160453550,,http://xn--prximamente-reb.com/,Tuxtla Gutiérrez,Chiapas,México,"Río Bombaná 334, Albania Alta, 29010 Tuxtla Gutiérrez, Chis., México",,,,sábado: 11 AM to 6 PM | domingo: 11 AM to 6 PM | lunes: 11 AM to 6 PM | martes: 11 AM to 6 PM | miércoles: 11 AM to 6 PM | jueves: 11 AM to 6 PM | viernes: 11 AM to 6 PM,55,Listo para Contacto,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:41:56.157878,2026-08-05T02:41:56.157878,Ingestado y auditado desde streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv
SB-REST-AUD-40A0725F,A Fuego Lento,a-fuego-lento-tuxtla-gutierrez,Comida Rápida,Hamburguesería,https://www.facebook.com/A-FUEGO-LENTO-1556720484606167/timeline,,+529611908321,,+529611908321,,https://www.facebook.com/A-FUEGO-LENTO-1556720484606167/timeline/,Tuxtla Gutiérrez,Chiapas,México,"Calle 12ª Poniente Sur & Avenida 2a. Sur Poniente, Las Canoitas, Tuxtla Gutiérrez, Chis., México",,,,sábado: 3 to 10:30 PM | domingo: 3 to 10:30 PM | lunes: 3 to 10:30 PM | martes: 3 to 10:30 PM | miércoles: 3 to 10:30 PM | jueves: 3 to 10:30 PM | viernes: 3 to 10:30 PM,75,Listo para Contacto,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_top_contactables_A_Aplus.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, dataset_crawler-google-places_2026-08-01_08-01-35-423.csv",2026-08-05T02:41:54.804276,2026-08-05T02:41:54.804276,Ingestado y auditado desde dataset_crawler-google-places_2026-08-01_08-01-35-423.csv
SB-REST-AUD-B68C0EE0,A Fuego Lento,a-fuego-lento-tuxtla-gutierrez,Comida Rápida,Hamburguesería,https://www.facebook.com/A-FUEGO-LENTO-1556720484606167/timeline,,+5296119083210,,+5296119083210,,https://www.facebook.com/A-FUEGO-LENTO-1556720484606167/timeline/,Tuxtla Gutiérrez,Chiapas,México,"Calle 12ª Poniente Sur & Avenida 2a. Sur Poniente, Las Canoitas, Tuxtla Gutiérrez, Chis., México",,,,sábado: 3 to 10:30 PM | domingo: 3 to 10:30 PM | lunes: 3 to 10:30 PM | martes: 3 to 10:30 PM | miércoles: 3 to 10:30 PM | jueves: 3 to 10:30 PM | viernes: 3 to 10:30 PM,75,Listo para Contacto,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:41:56.154451,2026-08-05T02:41:56.154451,Ingestado y auditado desde streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv
SB-REST-AUD-8572D3F6,Abarrotes y antojitos Güerito,abarrotes-y-antojitos-guerito-tuxtla-gutierrez,Bar,Bar & Bares,,,+529613078922,,+529613078922,,,Tuxtla Gutiérrez,Chiapas,México,"Anonas esquina, Clavel Lote 10, 29010 Tuxtla Gutiérrez, Chis., México",,,,,40,Requiere Enriquecimiento,Audited Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-06-48-832.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv",2026-08-05T02:41:55.483579,2026-08-05T02:41:55.483579,Ingestado y auditado desde dataset_crawler-google-places_2026-08-01_08-06-48-832.csv
SB-REST-AUD-824A848D,Abarrotes y antojitos Güerito,abarrotes-y-antojitos-guerito-tuxtla-gutierrez,Bar,Bar & Bares,,,+5296130789220,,+5296130789220,,,Tuxtla Gutiérrez,Chiapas,México,"Anonas esquina, Clavel Lote 10, 29010 Tuxtla Gutiérrez, Chis., México",,,,,40,Requiere Enriquecimiento,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:41:56.201114,2026-08-05T02:41:56.201114,Ingestado y auditado desde streetboss_leads_master_2026-08-01/streetboss_delivery_confirmed.csv
SB-REST-AUD-BD368EE3,Adas Artesanal Café | Tuxtla Gutiérrez,adas-artesanal-cafe-tuxtla-gutierrez-tuxtla-gutierrez,Cafetería,Cafetería,https://www.facebook.com/adascafemx,,,https://m.me/adascafemx,,,,Tuxtla Gutiérrez,Chiapas,México,,,,,,25,Requiere Enriquecimiento,Audited Batch Ingestion,Base_Restaurantes_StreetBoss_V2.xlsx [Sheet],2026-08-05T02:41:52.895914,2026-08-05T02:41:52.895914,Ingestado y auditado desde Base_Restaurantes_StreetBoss_V2.xlsx [Sheet]
SB-REST-AUD-8D7FE119,Adela Restaurante | Tuxtla Gutiérrez,adela-restaurante-tuxtla-gutierrez-tuxtla-gutierrez,Restaurante,Restaurante General,https://www.facebook.com/adelarestaurantemx,,,https://m.me/adelarestaurantemx,,,,Tuxtla Gutiérrez,Chiapas,México,,,,,,25,Requiere Enriquecimiento,Audited Batch Ingestion,Base_Restaurantes_StreetBoss_V2.xlsx [Sheet],2026-08-05T02:41:52.885564,2026-08-05T02:41:52.885564,Ingestado y auditado desde Base_Restaurantes_StreetBoss_V2.xlsx [Sheet]
SB-REST-AUD-B0C5BAF7,Afogatto Café,afogatto-cafe-tuxtla-gutierrez,Cafetería,Cafetería,,https://www.instagram.com/afogattocafe,+529614253604,,+529614253604,,https://www.instagram.com/afogattocafe/,Tuxtla Gutiérrez,Chiapas,México,"calzada del sumidero y Japón 0, Vecinal, Estrella de Oriente, 29010 Tuxtla Gutiérrez, Chis., México",,,,sábado: 5 to 10 PM | domingo: 5 to 10 PM | lunes: Cerrado | martes: 5 to 10 PM | miércoles: 5 to 10 PM | jueves: 5 to 10 PM | viernes: 5 to 10 PM,70,Listo para Contacto,Audited Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-13-15-900.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv",2026-08-05T02:41:55.740424,2026-08-05T02:41:55.740424,Ingestado y auditado desde dataset_crawler-google-places_2026-08-01_08-13-15-900.csv
SB-REST-AUD-A1623D33,Afogatto Café,afogatto-cafe-tuxtla-gutierrez,Cafetería,Cafetería,,https://www.instagram.com/afogattocafe,+5296142536040,,+5296142536040,,https://www.instagram.com/afogattocafe/,Tuxtla Gutiérrez,Chiapas,México,"calzada del sumidero y Japón 0, Vecinal, Estrella de Oriente, 29010 Tuxtla Gutiérrez, Chis., México",,,,sábado: 5 to 10 PM | domingo: 5 to 10 PM | lunes: Cerrado | martes: 5 to 10 PM | miércoles: 5 to 10 PM | jueves: 5 to 10 PM | viernes: 5 to 10 PM,70,Listo para Contacto,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:41:56.291593,2026-08-05T02:41:56.291593,Ingestado y auditado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv
SB-REST-AUD-6D73C26F,AGAF Club Nutrición,agaf-club-nutricion-tuxtla-gutierrez,Cafetería,Cafetería,,,+529613309683,,+529613309683,,,Tuxtla Gutiérrez,Chiapas,México,"Belisario Domínguez 96, Bienestar Soc, 29077 Tuxtla Gutiérrez, Chis., México",,,,sábado: 8 AM to 10 PM | domingo: 9 AM to 8 PM | lunes: 8 AM to 10 PM | martes: 8 AM to 10 PM | miércoles: 8 AM to 10 PM | jueves: 8 AM to 10 PM | viernes: 8 AM to 10 PM,40,Requiere Enriquecimiento,Audited Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-13-15-900.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv",2026-08-05T02:41:55.845747,2026-08-05T02:41:55.845747,Ingestado y auditado desde dataset_crawler-google-places_2026-08-01_08-13-15-900.csv
SB-REST-AUD-59477EA4,AGAF Club Nutrición,agaf-club-nutricion-tuxtla-gutierrez,Cafetería,Cafetería,,,+5296133096830,,+5296133096830,,,Tuxtla Gutiérrez,Chiapas,México,"Belisario Domínguez 96, Bienestar Soc, 29077 Tuxtla Gutiérrez, Chis., México",,,,sábado: 8 AM to 10 PM | domingo: 9 AM to 8 PM | lunes: 8 AM to 10 PM | martes: 8 AM to 10 PM | miércoles: 8 AM to 10 PM | jueves: 8 AM to 10 PM | viernes: 8 AM to 10 PM,40,Requiere Enriquecimiento,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:41:56.320604,2026-08-05T02:41:56.320604,Ingestado y auditado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv
SB-REST-AUD-AB45269B,Agricultores de la Selva de Chiapas,agricultores-de-la-selva-de-chiapas-tuxtla-gutierrez,Cafetería,Cafetería,,,+529615792837,,+529615792837,,,Tuxtla Gutiérrez,Chiapas,México,"Esq. con, Avenida central oriente, 15a. C. Ote. 1619, 29000 Tuxtla Gutiérrez, Chis., México",,,,sábado: 9 AM to 1:30 PM | domingo: Cerrado | lunes: 9 AM to 7:30 PM | martes: 9 AM to 7:30 PM | miércoles: 9 AM to 7:30 PM | jueves: 9 AM to 7:30 PM | viernes: 9 AM to 7:30 PM,40,Requiere Enriquecimiento,Audited Batch Ingestion,"dataset_crawler-google-places_2026-08-01_08-13-15-900.csv, streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv",2026-08-05T02:41:55.852896,2026-08-05T02:41:55.852896,Ingestado y auditado desde dataset_crawler-google-places_2026-08-01_08-13-15-900.csv
SB-REST-AUD-FE04FD3E,Agricultores de la Selva de Chiapas,agricultores-de-la-selva-de-chiapas-tuxtla-gutierrez,Cafetería,Cafetería,,,+5296157928370,,+5296157928370,,,Tuxtla Gutiérrez,Chiapas,México,"Esq. con, Avenida central oriente, 15a. C. Ote. 1619, 29000 Tuxtla Gutiérrez, Chis., México",,,,sábado: 9 AM to 1:30 PM | domingo: Cerrado | lunes: 9 AM to 7:30 PM | martes: 9 AM to 7:30 PM | miércoles: 9 AM to 7:30 PM | jueves: 9 AM to 7:30 PM | viernes: 9 AM to 7:30 PM,40,Requiere Enriquecimiento,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:41:56.335411,2026-08-05T02:41:56.335411,Ingestado y auditado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv
SB-REST-AUD-587490CC,Aguachiles Estilo Sinaloa,aguachiles-estilo-sinaloa-tuxtla-gutierrez,Mariscos,Mariscos,,http://www.instagram.com/aguachilesestilosinaloatux,+529613865069,,+529613865069,,http://www.instagram.com/aguachilesestilosinaloatux,Tuxtla Gutiérrez,Chiapas,México,"Prolongación de la, 5a. Nte. Pte., Calichal, 29026 Tuxtla Gutiérrez, Chis., México",,,,sábado: 12 to 6 PM | domingo: 12 to 6 PM | lunes: Cerrado | martes: 12 to 6 PM | miércoles: 12 to 6 PM | jueves: 12 to 6 PM | viernes: 12 to 6 PM,70,Listo para Contacto,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_meta_ads_customer_list_phones.csv, dataset_crawler-google-places_2026-08-01_08-05-47-215.csv",2026-08-05T02:41:55.356571,2026-08-05T02:41:55.356571,Ingestado y auditado desde dataset_crawler-google-places_2026-08-01_08-05-47-215.csv
SB-REST-AUD-9D8268E6,Aguachiles Estilo Sinaloa,aguachiles-estilo-sinaloa-tuxtla-gutierrez,Mariscos,Mariscos,,http://www.instagram.com/aguachilesestilosinaloatux,+5296138650690,,+5296138650690,,http://www.instagram.com/aguachilesestilosinaloatux,Tuxtla Gutiérrez,Chiapas,México,"Prolongación de la, 5a. Nte. Pte., Calichal, 29026 Tuxtla Gutiérrez, Chis., México",,,,sábado: 12 to 6 PM | domingo: 12 to 6 PM | lunes: Cerrado | martes: 12 to 6 PM | miércoles: 12 to 6 PM | jueves: 12 to 6 PM | viernes: 12 to 6 PM,70,Listo para Contacto,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv",2026-08-05T02:41:56.282670,2026-08-05T02:41:56.282670,Ingestado y auditado desde streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv
SB-REST-AUD-C9655620,Aguachilosos,aguachilosos-copoya,Mariscos,Mariscos,,https://www.instagram.com/agua_chilosos,,,,,https://www.instagram.com/agua_chilosos?igsh=MWlvaHZubndpbzd0cw==,Copoya,Chiapas,México,"Av. Central Ote. 381, Copoya, 29100 Copoya, Chis., México",,,,sábado: 12 to 5 PM | domingo: 12 to 5 PM | lunes: Cerrado | martes: Cerrado | miércoles: Cerrado | jueves: Cerrado | viernes: Cerrado,45,Requiere Enriquecimiento,Audited Batch Ingestion,"streetboss_leads_master_2026-08-01/streetboss_needs_enrichment_social_email.csv, dataset_crawler-google-places_2026-08-01_08-14-31-906.csv, streetboss_leads_master_2026-08-01/streetboss_social_enrichment_queue.csv, dataset_crawler-google-places_2026-08-01_08-13-15-900.csv, streetboss_leads_master_2026-08-01/streetboss_master_leads_dashboard_ready.csv, dataset_crawler-google-places_2026-08-01_08-05-47-215.csv",2026-08-05T02:41:55.394365,2026-08-05T02:41:55.394365,Ingestado y auditado desde dataset_crawler-google-places_2026-08-01_08-05-47-215.csv
